Sentence,label
逃げるが勝ち,3
考えれば考えるほど、自分がいかに捻くれているかっていうのがわかる。,2
キッチンに置いてたワインがあったかくて美味しいw,0
大潮なのに台風来るのね。大室のばあちゃん家海から徒歩30秒なんだけど、高潮被ったりしないか心配。海には近付かない方がいいよー。,0
干ししいたけ戻し中,3
今日はマスカラ塗ってるから目擦れない,2
目がね、大きい。スポットライト反射してミラーボールみたいだったようななかったような。,0
都合の悪いことを見ようとしないのは卑怯だ,1
あ、終わった,0
なんか嫌な予感がする。マジで医療保険入っとこうかな。,0
飛行機飛んだかな。無事にバリに行けたかな。向こうは晴れてるといいけどな。,3
悲しいんじゃないんだけど悲しいが一番近いから悲しいんだろなきっと。心の動きを誰かに伝える時にはまず要約して、今流通している中で一番近い名前を付けるという面倒で気持ち悪い作業が要る。「悲しい」って言いながら悲しいって何だろうって思って、そんな風に毎日嘘ついて疲れる。黙りたい。,2
「赤を一滴たらそう」で始まるあの曲好きなんだけど曲名わかんない。漢字合ってるかもわからんし。カラオケで歌いたい入ってるかな。,3
全然ホットじゃないお茶を飲みながら電車待ちー。お茶自販機で買えばよかった。,2
うるせーな公共の場で馬鹿騒ぎすんなや,1
一緒に笑った。日曜のこの時間だもんね、忙しそうです。,0
年の瀬ってことで、まず冷蔵庫を掃除した。汚すぎて引いた。ごめんね野菜達。,2
友達や恋人や家族じゃなくて、自分のことを誇れるようになりたいです。私は何も持っていないから、話せることもなくて会話も聞くばかりだし、人の幸せは見たくないし、つまらない感性だからつまらないことしかないし、大好きな人に嫌われるのを想像してばかりで疲れるよー。,2
家から一歩も出ないで暮らせる方法は無いかな,3
昨日眠すぎて21時から10時まで寝てた。覚せい剤の禁断症状って睡眠欲みたいなんでしょ？絶対耐えられない。,0
「メガネ無くしたんだけど知らない？」というLINEが来た。知らん。,0
どうせ明日は大風で定時だろうしー,3
悲劇のヒロインごっこってやつです,0
なんか言ってるけど聞こえなくて、聞き返しても聞こえなくて、「すみませんもう一度お願いします」って言ったら「2回言っても聞き取れんとかお前まじ使えねぇな！やめてしまえ！！」って言ってたけど、あの人下向いてモゴモゴ言ってさ、あの機械の騒音の中で聞こえる人が居たら会ってみたいね。,1
あの人の部署ではよく、言った言ってないって言い合いになるけど、言ったとしても伝わってなかったら言ってないのと一緒だって思うけどなー。,1
「そんな知りたいならお前が計ればいいだろ」って、本当にそうしたらしたで「勝手にするな」でしょ。 「そんなにやりたいなら明日から全部お前がしろ」でしょ。 もし私があんな言い方されたら胃に穴が開く前に速攻辞めるねw,1
結婚するなら穏やかな人がいいなぁ。,3
本持って来ればよかったなぁ,2
口角炎に塩が沁みる痛い,2
もう春になるのに雪…,0
青いコート欲しい。似合う自信はない。,3
摩擦のこと考えてる。そしてバスに酔った。,2
仕事帰り、信号待ちで一緒になった小学生の男の子がライザップのCMの音楽をエンドレスリピートしてた。黄色い傘の中で淡々と。理由は無いけど今日はこれって曲あるよね。,0
嫌い怖い信じられない触んな干渉すんな話しかけんなって思ってる,1
加工場でエビ茹でてやがる,1
シフォンケーキが食べたい！今すぐに！でも深夜だし着替えるの面倒だから明日仕事終わりに食べるのを楽しみに寝るけど、もしオーブン持ってたら今から焼いてたんだろうなぁ…おやすみなさい！,3
何の音？雷？,0
私性格悪いな,2
月6万の仕送りは無理なので住民票移すかな。,2
お昼休みに焼きそば食べながら滝のように弱音を浴びせてしまった。何の話？って思っただろうけどただ相槌打って聞いてくれてちょっと泣きそうになった。第三者にしか話せないことってあるんだなと思った。,2
TVでニュースを伝える時、大抵BGM流れてるけどあれはドラマチックにしたいという意図なのかな。嫌い。,0
やっぱ今日は眠いので家で大人しくしてよう,2
爆睡してた。もう夜じゃないか。,0
カーペットをゴム手袋で撫でて掃除したんだけど手がゴム臭い。,2
痛み止め飲まないで我慢大会やろっかな。明日休みだし。,3
洗濯したはいいが洗剤入れ忘れたっていう,2
雨だなー走れないなーーうう雨雨う,2
走れないので翔ちゃんとデート。雨です。,0
雷！,0
BUMPはずいぶん前に好きになって、ライブに何度か行ったけど、いつ見ても喋るように歌うなぁって思う。,0
一生のうちの勇気の絶対量があるとしたら多分もう、使い果たしてるんですけど…ビビリだから、多分君らの10分の1も持ってないような感じで生まれてきたから,0
好きなことを仕事にするっていうのはきっと、言えない見せられない大変なことが山ほどあるんだろうな。才能も勇気も素直さも持っていなくて薄給で文句言いながら適当に生きてるのが恥ずかしい気持ちになる。,2
という夜中のテンション,0
優しい次女？ふざけんなよクズが。 優しさも声も時間もお金も、あんたには何ひとつ渡したくないんだよ。,1
子ども嫌いだから相手する時は聞き役に徹するんだけど、そうすると何故か好かれる。どんどん寄ってきて困る。,0
あさりの砂抜きを30分眺めてたけど飽きない,0
ご飯食べてたらベテランさんに「なんであの子に手伝わせないの？ってか新人だったら普通言われる前に察していちばんに動くでしょ」って言われてるタイミングでちょうど新人さんが食堂に来た時のベテランさんの変わり身な。女子怖い。,0
片思いしてたはずなのにその人のことがうざいっていう謎の心理,2
以上、どうでもいい近況報告でした,0
左より右の足が若干大きいのでいつも右足だけ靴擦れになる。痛い。,2
もう頑張るなよー,3
呼吸できないほど笑ったり腹痛でトイレに篭ってたり太陽の下で白球追いかけてたり泥まみれでトンネル掘ってたり他人のミスで謝ってたり知らない間に傷つけてたり呼吸できないほど泣いている人が居るってもんです。今日が最低最悪でも、明日は、いや眠っている間だけでも穏やかでいられますように。,3
腹痛で起床。お腹出して寝てたらしく冷え冷えです。,2
風邪はいつも鼻詰まり→喉腫れる→一瞬の高熱→咳止まらんというのがいつものパターンなので、喉が腫れている今のうちにイソジンで治してやるざまあみろ,3
昨日ラウンドワンで遊びすぎて全身筋肉痛というよりこれは炎症です。痛い。,2
いやだ,0
明日は翔ちゃんと鍋！最近翔ちゃんとばっか会うなー,0
なんだか風が秋だなぁと思っただけで心臓がぎゅってなるし気を抜いたら涙してしまうのは老いたからなんだろうか。多分悪いことじゃないから、この現象をセンチメンタル・オータムと名付けて愛でようと思っている。,0
着物の羽織りを買いました。衝動買いですね。,0
彼の歌声はビブラートの幅が不規則だとか倍音が綺麗だとか言われても全くわからんけど、私はそういった知識を全く持っていないし人より聴力が少し弱いけど内臓に響く声っていうのは単純に感動する。音楽は聴く人が聞いたらクソでも、聴く人が聞いたら宝石だっていうところが好きです。,0
朝お風呂入ったから髪パサパサだよね,2
帰るよ,0
明日海行こう。寒いけど。,3
学校へ行こう見たいので19時までには帰るぞ,3
唯一買ったものが倉敷銘菓の藤戸饅頭っていう。,0
風呂敷、着物、蛇の目、練り香水、和菓子、出汁、梅干、南部鉄器 欲しいものや好きなものがどんどん古くなっていく今日この頃。,0
夜間救急って心療内科の医者居ないんかな。夜こそ不安なのに。,2
きっかけはいつも過去にならないと知り得ないものですね,0
誰かが馬鹿をやって、それに対して誰かが眉間の皺を解いて少し息を吐いて、吐いた分を吸って。そうして呼吸を思い出すんだよ。やっぱり馬鹿が世界を救うと思う。,3
さっき「アヒルと鴨のコインロッカー」観たんだけど、原作読んでないし作品の情報も瑛太さん出てるくらいしか知らずに観たんだけど、え、これコメディーちゃうやん。タイトル的に勝手にコメディーの体制で観たら重い重い。でも邦画好きの一個人としては結構好きな映画でした。ふらっと観るのオススメ。,0
ガスコンロ買う時にフライパンも新しくしよう。鉄製のやつにしよう。鉄分摂れるし。継ぎ目がないやつがかっこいいけど高いからネジので妥協する。どっちにしても鉄分摂れるし。鉄分大事。,3
甘ーーーーい梨が食べたい,3
日産スタジアム申し込んだ。もし取れたらひとりで行きますよー！しかし何回行くんだ私。,3
ああああ寒いいいいいいいい,0
漫画読まなきゃ、このままじゃ返せない,3
なんやかんやで利き日本酒イベントに出場しまして、5つ中３つ当たりまして、ちょっとした景品を頂きました。ほろ酔いで帰宅です。これからシュークリーム食べて寝ます。お酒美味しくて調子乗って飲みすぎた。明日遅刻したらどうしよう。,0
ああ、今日お釈迦様の誕生日か。甘茶を飲む日ね、懐かしい。,0
ソフトバンク解約して楽天モバイルにしようかな,3
他人の顔を撫で回したい,3
やたら警察官見るなと思ったら今日海外から偉い人来る日だった。,0
訳あってiPhoneの写真と動画を全部消した結果、3.1GBだった空き容量がキッカリ倍の6.2GBに増えました。,0
親子連れの熊に家の周りをうろつかれる夢をみた。一緒にいた人が銃で撃ち殺したけどその後何故か部屋に寝ていた人(女性)のことも撃ち殺した。どちらも頭に1発で。私は途中で第三者目線になったし夢だから流れ滅茶苦茶だけどひとつ確かなのは今読んでる「ドグラ・マグラ」が色濃く影響しているね。,0
先週末「クリーピー 偽りの隣人」を情報の一切を調べずに観たんですが、内容が胸糞だしホラーの監督さんだしでサイコホラーってこういうものをいうのかなというもので、しかも俳優さんの演技力のせい(おかげともいう)でガッツリ引き込まれて精神的に無茶苦茶疲れるし何人か途中退席してたよ。,0
問ということでサラッと雰囲気だけ読んで先に行こうと思います。いつか暇があったらちゃんと読むから(九分九厘読まない)。,3
五月蝿い五月蝿い五月蝿い五月蝿い五月蝿い五月蝿い五月蝿い五月蝿い,1
家に帰ったら本読もうとか久しぶりに絵を描こうとかシーツ漂白しなきゃとか、仕事中にはいろいろ考えるけど結局どれもしないんだよ。帰宅してご飯作って食べて、エアコンの聞いた部屋で座ったらもうトイレ以外動かない。,2
「ドグラ・マグラ」読み終わった。感想、そうね、簡潔にいうと解んない。クドイぞ夢野久作。しばらく寝かせてもう一回読みたい。,3
点滴で失敗された腕がまあまあの痣になったからせっかくなので今度写真送っとくかな,3
雷こわい彩ちゃん帰すんじゃなかった,0
妄想中に楽しいことを起こそうと思ってもやっぱり出来ないのは、そういう類の記憶がないから。現実もちょっと不幸なくらいがいちばん生きやすくていいかもな、頑張って何かしなくてもいつも何かにイラついて不安で妬ましくて自己嫌悪、思うことがあるってだけで生きてるなって思えるから。ああ惰性。,2
ハッピーターン食べたい！ターン王子！,3
ディズニーこわい,1
おお、倉敷駅の時計台動いてる。やっと直ったんか。,0
ふーんへぇーあーそうヨカッタネ,0
空腹でコーヒー飲みすぎて胃が痛い馬鹿だ,2
餃子の話なんかするからこんな時間にお腹減ったじゃないかあのヤロウ,1
ツナ缶買うの忘れた,2
最近脳みそがはみ出る系の夢ばかりみる。脳が増殖してるのかな。IQ高くなってないか調べてみるか。,3
好きなモノについては割とじっくりしつこく考えるけど、それでも所詮浅瀬をぴちゃぴちゃやってるだけなんだよ。賢い人はもっと奥の奥の方まで理解できるんだろう。好きの度合いが理解に比例するとは言わないけど、生活の中でリンクする時間は理解と比例するからやっぱりひたすら羨ましい。激しく嫉妬。,2
さっき親指の皮がめくれてるのに気付いてなんでかなって思ったけどおととい久しぶりにギターを弾いたんだった。狂ったように素手でダウンストローク(しかできない)したから右手親指がダメージ食らっていた模様。初めてギターに触ったのは高校3年の音楽の授業。未だにコード3つしか覚えていません。,2
30分で目が覚めて怖くて仕方がないのでとりあえずテレビつけてとりあえずワンダーコアの通販番組を見ていたのに放送終わっちゃって心細い。電話すればオペレーターの方と喋れるけどワンダーコアいらん。欲しいのは他人の気配なんだよ分割で売ってくれないだろうか。,2
傷が治るとちょっと残念な気持ちになるのはなんでかな,2
お風呂で流しかけても寝ている間に外れてもサザエの水槽に落としても数日のうちに見つかって戻って来ていたのに今回はどこでどうやって失くしたのか皆目見当もつかなくて探すこともできない。,2
はじめから指輪なんて着けなきゃよかったって思いながらamazonで似たようなピンキーリング検索している。どうしようもないなと思っている。こんな風に人にも依存するんだろうなってどっかで解っているから今こんな感じで生活してるんだろう。なんかいやになる面倒くさっ,2
なんやかんやで今日は節分です。さっき空を見ていて、やけに明るい星があるな、そういえばずっとあるなあれ何やろかとやっと調べました。金星でした。今年の恵方は北北西ですが、もうちょっと西の方に視線を滑らせてみてください。半月の右下あたりです。めっちゃ金色なのでひと目でわかるよ。,3
起こっていないことに勝手に不安になる癖がある限り家族なんて怖くて持てない。相手と子どもを監禁するかもしれない。,2
誰のせいって言ったら自分のせいだし、現実には見ていないことを目を閉じている間に勝手に見ているんだから悪いのは自分以外の何者でもないからぶつけようの無い嘆き怒り文句を紙に書いて燃やす、という対処法しかないよ。夜が怖いとか子どもじゃないんだし。あーあ。,2
みんな怖い夢みることあるのかな。フルカラーで触った感触もちゃんとあってこっちがもう嫌だって叫んでいても無視で淡々と進む怖い夢。,2
右足のスネが痛すぎて接骨院に通い始めました。スネの筋肉が骨みたいに硬いらしい。姿勢を診てもらったら右肩が3センチ以上下がっていると言われました。そら肩掛けカバン右だけずり落ちるわけだよ。全ては右股関節のせい。,2
ずっと前に取れて放置していたカーディガンのボタンを付けた,0
前髪で目が隠れていても、見た目に反して意外と視界良好なんだよね。見た目はウザイけど。,0
今日の晴れ間にゲオでMOZU借りた。さっき最初のやつを思い出しながらみて、内容についてはややこしくてあれだから置いとくとして、とりあえず倉木タバコ吸い過ぎな。,3
自転車で走行中、セミと正面衝突しました。そんなこんなで明日から夏休みです。はやく冬にならないかしらー。,3
職場で漫画の話になって、二十歳くらいの子にオススメの少女漫画を聞いたらなんやかんやで貸してくれて、今日やっと全19巻読み終わった。「青空エール」という吹奏楽部と野球部の高校生ド青春漫画。青春のせの字も知らないけどじわっと泣けたし面白かった。まあ実際、あんな野球部いなかったけどな。,0
ダッフルコートの何が好きかって、あの生地と大きめのポケットと角みたいなボタンと紐みたいなボタンホールと首元をギュッとするあれ(チンストラップというらしい)とフードだよそうだよ全部だよ～,0
今朝は猛烈に二度寝がしたかったのです,0
ある展示物と対峙した人は、その意図を知ろうと忙しく視線を走らせている。傍から見ると少し滑稽な後ろ姿だ。 ほんとうは展示物に意図は無いとしても、きっとその人は何かを見つけ、砂金のようなそれを胸に落として通り過ぎるだろう。 そんな後ろ姿を観察する、という展示は意地悪かな。,3
氷菓の実写観ようか迷う,3
お風呂上がりにキッチンの机に白ネギが置いてあるのに気がついて、あれ?？さっき１束全部刻んで冷凍したはずだよな、１本だけ忘れたかなと思ってよくよく見たら突っ張り棒だったぐらいに視力が悪いです。,0
滑舌やボリュームのせいでうまく聞き取れなかった時は聞き返すけど、何度か聞いても聞き取れなかったらもう面倒だから適当に合わせてそれっぽく相槌をしてそれとなく終わらせる。だから話聞いてないよねって結構言われる。,2
利き手である右手人さし指の先を火傷し、右手中指の逆剥けを引っ張ったら大きくえぐれて出血し、右手薬指の第二関節外側をぶつけて擦りむいた。全て大したことは無いけれど地味に痛くて不便である。,2
眠すぎて気持ち悪い,2
翔ちゃんが良い羽毛布団を買ったけど良いやつすぎて暑いから今年の寒波に期待しているらしいので皆様どうか寒波に合うことがあったらよろしく言っといてください。あんかごたつも準備万端だそうなので是非。,3
結局マック,2
藤原さんに「おやすみ」を言われたのでぐっすり眠れるね,0
何かあったかいものを食したい,3
わかりやすい感動はわざわざ見に行かないけれども触れてみたら簡単に号泣する辺りわたしは至って平均的な人間です。,0
うるさい、それとその声嫌い,1
声自体が嫌いだからあの人も嫌いなのか、あの人が嫌いだからその声も嫌いなのかわからない,2
声になるまでの過程を想像したらたまらない,0
ヒートテック裏返しに着てたことに気がついた夕方,2
美味しい干し芋が食べたい,3
年々母の字に似てきている,0
バナナマンの設楽さんの声は妙に説得力がある,3
約１週間安静の限りを尽くしても良くならなかったのに、渋々病院行って貰った抗生物質を飲んだら半日で快方に向かうんだからペニシリンには驚くよね。そしてわたしはわたしの治癒力を買い被りすぎた。扁桃腺ちぎりたい。,2
朝7時前にラスク2枚食べて、14時にアルフォート3個食べて、16時に煎餅2枚食べて、18時にみかん1個食べて、今電車で飴食べてる。はちみつのやつ。大晦日だけど休憩無しで頑張って働いたよ誰か褒めてください。お腹減った。,3
飲みかけのほうじ茶とか忘れられたクッキーとか落ちた長い髪とかを片づけられないまま、もう数時間後には仕事始めです。今年もよろしく。,2
藤原さん元気になったかな?？メンバーも周りの人もみんな元気かな?？昨日皆既月食見たかな?？もうお昼ごはん食べたかな?？,3
今はあの頃よりライブにも慣れて、ちゃんとはしゃげるし、半袖で行くし、足はつるだろうけど対処法も完璧だ。だから今の状態で聴いてみたいな。12月、翌日は修学旅行じゃなくて仕事だけど、閉め切った四角いあの時間はどこにだって行けるからね。,3
勝手にフォローしまくっているBUMP好きな方のTwitterから得た情報によりますと、埼玉のスーパーなアリーナでスーパー素敵な夜があったようです。そして大好きな人達が「大好き！」と言われまくっているのを見て今とっても幸せな気分です。,0
帰ったらカンガルーのキーホルダーを付けよう。オーストラリアのお土産のやつ。そして合鍵はちゃんと保管する。,3
春の嵐凄まじい、眠いけど風が怖くて眠れない。調べたらこの辺は今がピークらしい。このままの感じで北上するんだとしたら「春の嵐?？大したこと無いやろ」と半笑いで流さず多めに警戒した方が良いよ。,3
昨日はカツオのタタキを食べようと思って冷凍庫から出してたのに眠くて寝ちゃった。ひな祭りだったからケーキも用意してたのに。全部今日食べるけどね。,2
面倒事を断る時の最終手段として「親が調子悪いので」という類の言い訳を今まで何度か使ってきたんだけど、親に断りなく使うと必ず本当に親が調子悪くなるからもう絶対に無断で使わない。,2
思いついたことをただ羅列しただけの文章が、後で読み返すと不気味なほど綺麗で何重にも意味を持っていることがある。衝動をそのまま閉じ込めた脈打つ冷たいフォントの妙。推敲ってなんだろう。,0
言葉で遊びたいのです。だから本を読みたいのです。,3
なんで夜中になるとチョコレートが食べたくなるんかな,3
今年はまだ桜餅を食べていない。餅に巻いてある桜の葉の塩漬けが好きで、それだけ売ってないかなと調べたら売ってたけどあれ肝毒性があるからアホみたいに大量に食べたらダメなんだって。,2
明日桜餅食べよっと,3
変わらないこの字だよね、嬉しいよね,0
けっこう揺れた,0
チャリで帰宅中、チェーンからなんかシャリシャリ音がするなと思って、それはそうとシャリシャリのシャリには何のネタが合うかなと思案しながらのんびりチャリを漕いで無事帰宅したんだけどシャリシャリのシャリって何だよ,0
今夜の月は一段と尖っていて振り下ろしたらサックリ刺さりそうやなと思いながら帰宅しました。ああいう切れ味のいい刃物でできた傷は内出血も少なくて割と早く治ります。痛みもまあまあです。何事もサックリいきましょう。わかったら早く寝ろ。,3
少し前は夜眠れなくて悩んでいたのに、ここ半年は寝過ぎることに悩んでいる。家に帰ると、宇宙から久しぶりに地球に帰ってきたみたいに重力が主張してきて、床に沈んでいくようにして眠ってしまう。そのせいでこないだの金曜ロードショーのコナンを見逃した。起きたら終わってた。朝までふて寝した。,2
意味を知らない時の未遂の未遂ですら未だにギッチギチ縛って来て、こういう時には儀式みたいに追体験をしてさ、上塗りされる恐怖に人生を握られるっていう呪い,2
ノートパソコンじゃなくてワープロが欲しい。ネットに繋がずにキーボードでカタカタ文字打って遊びたい。,3
わたしがわたしを好きだと言うことをどうして他人にとやかく言われないといけないの わたしはあなたが嫌いだけどあなたがあなたを好きであってもいいと思うしそもそも興味無いです,2
機種変更めんどい,0
今年も安定の設定温度29度です,3
眠すぎて晩御飯食べるの忘れてた,2
昨日の夜から4回アラートが鳴った。避難準備しろってことなのでリュックを玄関に置いてスマホを充電中。,0
圏外でもアラート鳴るんやな,0
支援等、明確な案内があれば動きたい。わたしは明日も働く。,3
あああちょっと洗濯物干しただけで汗だくだよお風呂入った意味,2
夜眠る時、目を閉じると知らない人の顔がスライド写真みたいに次々と見える日がたまにある。特に構わずそのまま放置して無感情で目を閉じたまま眠りに落ちるのを待つけど、稀に鬼のような形相で睨まれることあって、その時はウトウトしてても一瞬で目が冴えてしまいその後なかなか眠れない。今日それ。,2
ここ数日ふとした時にタバコの匂いがする。喫煙者は周りに居ないし部屋はエアコン付けてるから締め切っている。仕事から帰ると、最近はすぐにシャワーを浴びる。その後ドライヤーしてる時とか深夜夜更かししてダラダラしてる時とかにふわっと匂う。夏だなって思う。,3
いっかいシメるか,3
わたしの青春は取り止めのない日常で、具体的なエピソードもウケる失敗も甘酸っぱい恋も語れないし、過ぎた時間はもう輪郭だけになっているけど、季節ごとに漂う懐かしさの欠片みたいなものが、知っている匂いのように足を止めさせて、どうしてか泣きたくなる瞬間がある。,2
未来のわたしや誰かの為に今も密かに布石をしているのかもしれない。昨日や明日は自分の手から離れて、悪戯に機能するあやしい仕掛けになる。,3
友人の友人に「友人です」って紹介してくれたの嬉しかった。初対面で台風の中、同じ傘の中で同じ音を探したことずっと覚えているだろうな。,0
わたしが「最近これ気になるんだよね」と言ったことに関して僅か数日の間にわたしより詳しくなる人はなんなの？専属の情報屋でも居るの？,1
さっき足の小指ぶつけて際どい感じで爪が割れたから一旦お風呂入るね,2
右耳のピアスのキャッチが行方不明,2
翔ちゃんの家では昔クリスマスには決まってお茶碗でギュってして丸くした焼き飯の周りにシチューを流し込んだものが出たんだって。「母の中では最上級豪華飯だったんだろうけど普通に別々で食べたかった、ていうか普通唐揚げとかじゃね？」 浮島スタイルいいな食べたいな今年おうちに押しかけようかな,3
夜中に鼻歌歌いながら書いた文章がスマホのメモにいくつかあるんだけど今読んでもどれもちゃんと曲が付いてくるの面白い,0
今年しゃーねんか,3
柔軟剤を導入しました,3
「望遠のマーチ」のMV、多用されている青か緑かわからんあの色、あれ個人的にいちばん好きな色！あといつもだけど公開の時間がアホ！,0
「シリウス」のMV、最後のカットでああ！これ、あれ！！最初からずっと映ってたのぉー？！って思いました。しかし公開の時間がアホ！,0
さっき100均から出たら空気が臭くて（なんか燃えてる？火事？）ってしかめっ面してたんだけど、わたしのすぐ後に出てきた女子高生二人組が 「あ?なんかバーベキューの匂いするぅ♪」 「ほんとだ^ ^いいなぁー！」 って言っててわたし人生でバーベキューしたことないんだって気がついた,2
変な夢は相変わらず見てるけど、最近は見たことのないMVをフルで見終わった瞬間に目が覚めるパターンが多い。今日のは終始ブレまくりの映像で、でも画面上にピントが正確に追う対象が常にひとつあって、酔わない為に無意識にそれを追ってしまうというやつだった。,0
喉いたい,2
直井さんの笑顔を見るたびにこの人すごいなって思う。たまに心配になるくらい。好きなことも嫌いなことも全て何もかもがあの笑顔の裏で強いられることがありませんように。,3
寝る前にiPhoneを充電に繋いで、そんで寝ようって枕に頭放り出して、そしたら通知でBUMPがなんか言うから、でも布団の中で考え事すると眠れなくなるから明日にしようって思ったのにやっぱり気になって、全部見ちゃってスッキリ目が冴えてしまったじゃねえか,2
なんなんもう,2
喉が渇いた,0
松本潤さんの影響力おそろしいな,0
宣伝会議、締め切りを盛大に勘違いしていて応募できなかった…でも考えるの超楽しかったから…ただただ馬鹿だった…そういえば夏休みの宿題もギリギリなタイプやったで自分……そういうとこやぞいい加減にしろよ自分…,2
ハッピーハロウィン クソが,1
大事な日に向けて、やりたいことや好きなものをセーブして集中するっていうの全く理解できない,0
大勝負も猛勉強もしたことないからこう思うのかな,2
考えて結局放置していたことは、自転車乗ってる時か頭洗ってる時に答えが浮かぶのなんでだろう,0
リコーダー片手に瀧廉太郎の「荒城の月」の楽譜を探し回る夢をみた。どこにも無かった。,2
人工物に心は無いだろうさ、脳みそもプラスチックさ、知ってるけど、作った方は人間だから、どうしようもないけど人間だから,2
今夜は星がきれいに見える,0
翔ちゃんに誘われて「ボヘミアン・ラプソディ」を観て、泣きすぎて頭が痛いのでもう寝ます。水泳の後の眠気に似ています。とっても良かったです。わたしのコーラは微炭酸の薄く甘い液体になりました。飲む暇が無かった。,0
夜は特に冷えるから、昨晩は眠る前にあったかいカフェオレを飲んで、少しボーッとして布団に入ったのが深夜１時過ぎ。それから朝方４時前まで眠りの入り口でひたすら魘されたせいでカフェオレが怖くなってしまった。もう天井は見たくない。,2
裏起毛のあったかいボトムスを買おうと思い検索してたはずが最終的に買ったものがだしパック,0
久しぶりに裁縫したら20回くらい指にブスってやった,2
鎌倉ものがたりは映画館で観たし、昨日テレビでも観たけどどうしても言いたいことがあります。 エンドロール切ったらダメだろ！！！！,1
すっごい後ろ向きなことを考えながら駐車場を歩いてたら背後から「おっつかれさまでぇ?す☆」って声がして振り向いたら顔見知りのクロネコヤマトのお兄さんで、荷物を手に「集荷してきました！では！」と鼻歌うたいながら去って行ったけど、どうやらわたしの後ろ向きなモノも持ってかれたっぽい。,0
ロストマンはアウトロの最後が駆け出した足音みたいに聴こえる。後悔も未練も連れてったんだろうな。,3
人に優しくされたい,3
去年の今頃は風邪こじらせてシンプルにしんどかった。今年はインクみたいな味のせいで吐きそうになりながら毎日イソジンしたおかげで風邪引きかけ状態を維持している。若干耳がおかしいけど年は越せる。おいウイルス、おまえが喉から来るのはもう見切ったんだよ。,2
なんか寒いな,0
月見て！月なんかすごいよ！！,0
板挟みになっても、もしお金貰えるなら耐えられると思ったけど、板挟みになる職業でパッと浮かんだの弁護士で偏差値的到底に無理だった。悲しい。,2
嵐を宝箱に閉じ込めたい。 櫻井さんのこれ、すごい。,3
さつまいものペーストに砂糖、牛乳、ひとつまみのドライイーストを入れてかき混ぜ、さらに牛乳をシャバシャバになるまで加えて混ぜたものをビニール袋4枚に分け入れて放置。すると水分が分離して、その水に浮かんだ状態のプリンが出来て、「え？これ合ってる？」って言う夢を見た。,0
今すっごいPATHFINDER観たい気分なのに弟に貸してる！新木場のやつも！もう！！,2
わたしの全友人（2人）が優しすぎた,0
なんかすごい寒いな？,2
頑張れる気がしないことも「出来るか出来ないかじゃない。やれ」ってことですね。,3
公共の場でyoutube見るならイヤホンしろし,1
今引っ越しをするお金はあるけど、その次に引っ越しをするお金を貯められる見込みが無いから動けない…,2
さて、行きますか,3
花粉症族に「ようこそ」と、ニヤニヤしながら声を掛けられますが、わたしは今シンプルに風邪をひいているのです,2
純粋な疑問なんだが、どんなタイミングで神話を知るの？わたしはもちろんBUMP関係だけどさ。,3
違和感しか無いのも変な感じなのも慣れる気がしないのも当然だよね、常用されていないものを考えたんだし。,0
そして公式youtube待機。途切れてないの聴きたいんじゃ,3
またブログを書こうかと思うけどどこで書こうかな,3
20時くらいから書き始めた話が終わった。疲れた。お腹がすいた。頭使うとお腹がすくよね。あ、アリオ行ったのにリンツのチョコ買うの忘れた…リンドール抹茶といちご……忘れてた…,2
だからYouTube見るならイヤホンしろって,1
お陰でさっきまで何考えてたか忘れたじゃん さっきまで何考えてたか考えるからいいけど,1
処方された痛み止め飲み始めて2日目の今日、微熱が微熱すぎて副作用なのか判断しかねる。あとめちゃくちゃ眠たい。痛みはほぼ無い。,2
扁桃腺がバチバチに腫れて、40度の熱で眠れなかった土曜の夜は「ちょっと死にたいかも」と思った。身体が弱ると心も弱るんだね。,2
咳のしすぎで肺が破れそうだ。寝られない。,2
咳で寝られないからずっと考え事してるんだけど、お腹減ったからアイス食べていいかな,3
田植えの季節やな…,3
こないだ青氏が 「さいたまスーパーアリーナ」 と言おうとして 「スーたま」 と言ったのがだいぶ深めのツボに入ったせいでトイレとかお風呂とか自転車乗ってる時とかのちょっとぼんやりしてる瞬間に思い出しては声出して笑ってしまう。 絶妙に“埼玉”のイントネーションだったな。,0
スカパーか…スカパーなあ……,3
映画館でバーーーン！！！ってシーンやズゴゴゴゴって音楽が鳴ると地面がゆらゆらしている感覚がして船酔いに似た苦痛がある。三半規管が激弱な耳のせいなのかな。,2
青氏はベースもハモりも歌えるレベルで聞き取れるんだよな羨ましい,3
人生でいちばん続いていることは生きること、その次がBUMPを好きなこと,0
大家さんに新じゃがをいただいたのでウキウキでじゃがバターにして食べた,0
半年に一度来る、色鉛筆が欲しい病を発症しました,3
パピコ半分だけ食べるつもりが全部食べちゃって、今ものすごくカレーが食べたい,3
待ち焦がれた楽しさが体力の許容範囲を上回って飛び跳ねさせたせいで足がガクガク。巨大な嬉しさが感情のタガを外したせいで泣いたり笑ったり繰り返してめちゃくちゃ生きている1時間だった。超よかった。あとね、超よかった！超よかった！！！,0
毎日がつまんないなって思っていたけど慣れちゃった,2
どこ行っても何やっても誰と会っても、感情で濾して脳内処理してしまうと全部つまらないになるってこと わたしが悪い,2
これは…台風直撃な感じだな……,0
どうしておなかがへるのかな？,2
マスクするしかないな,3
